img,idx_label,RGB.ROI_31.redDN,RGB.ROI_31.greenDN,RGB.ROI_31.blueDN,RGB.ROI_31.2G_RBi,RGB.ROI_31.pctR,RGB.ROI_31.pctG,RGB.ROI_31.pctB,RGB.ROI_31.nNDVI,RGB.ROI_31.totalRGB,RGB.ROI_31.AnyColor,RGB.ROI_32.redDN,RGB.ROI_32.greenDN,RGB.ROI_32.blueDN,RGB.ROI_32.2G_RBi,RGB.ROI_32.pctR,RGB.ROI_32.pctG,RGB.ROI_32.pctB,RGB.ROI_32.nNDVI,RGB.ROI_32.totalRGB,RGB.ROI_32.AnyColor
2022 07 27 17 00 00.JPG,498,153.176838,146.938558,76.488445,64.211833,0.406732,0.390167,0.203101,-0.020786,376.603842,-147.138506,176.345454,163.474597,77.456483,73.147257,0.422611,0.391766,0.185624,-0.037876,417.276534,-184.907084
2022 07 27 18 00 01.JPG,499,168.800314,157.972028,72.936475,74.207267,0.422308,0.395218,0.182474,-0.033137,399.708817,-180.899393,183.849573,166.549313,70.711481,78.537572,0.436583,0.395500,0.167917,-0.049373,421.110367,-208.975925
2022 07 28 05 00 00.JPG,500,158.422671,149.959056,82.420503,59.074939,0.405378,0.383721,0.210901,-0.027445,390.802230,-143.540722,180.864357,165.212362,83.112624,66.447744,0.421409,0.384941,0.193650,-0.045227,429.189343,-179.851471
2022 07 28 06 00 01.JPG,501,154.823049,150.664501,85.870719,60.635234,0.395604,0.384978,0.219417,-0.013613,391.358269,-133.746111,176.457074,165.281415,86.401132,67.704624,0.412148,0.386046,0.201806,-0.032702,428.139622,-168.936224
2022 07 28 07 00 00.JPG,502,156.433812,150.088380,80.775832,62.967117,0.403911,0.387527,0.208562,-0.020701,387.298025,-144.970527,176.562057,163.594214,80.509565,70.116807,0.419720,0.388894,0.191386,-0.038123,420.665836,-179.137141
2022 07 28 08 00 00.JPG,503,154.673377,148.859168,79.569859,63.475098,0.403739,0.388562,0.207699,-0.019155,383.102404,-144.392827,175.397251,163.180986,79.728941,71.235781,0.419303,0.390098,0.190599,-0.036081,418.307177,-179.120355
2022 07 28 09 00 01.JPG,504,137.457506,128.708148,62.225125,57.733665,0.418579,0.391936,0.189485,-0.032872,328.390779,-141.715403,181.791079,166.142201,74.002368,76.490954,0.430850,0.393762,0.175388,-0.044977,421.935648,-199.928543
2022 07 28 10 00 00.JPG,505,92.429470,87.774264,40.581988,42.537070,0.418639,0.397554,0.183807,-0.025833,220.785721,-99.039758,182.967366,168.378668,69.398714,84.391255,0.434865,0.400192,0.164943,-0.041522,420.744748,-212.548606
2022 07 28 11 00 00.JPG,506,112.511775,107.307834,51.978870,50.125023,0.413953,0.394807,0.191240,-0.023674,271.798480,-115.861869,176.109167,161.528380,71.356872,75.590720,0.430591,0.394940,0.174469,-0.043185,408.994419,-194.923803
2022 07 28 12 00 01.JPG,507,149.470722,141.669558,75.030091,58.838302,0.408200,0.386895,0.204905,-0.026795,366.170371,-141.080098,177.816787,162.942809,78.068972,69.999859,0.424557,0.389044,0.186398,-0.043649,418.828569,-184.621653
2022 07 28 13 00 00.JPG,508,129.440307,120.288400,55.404347,55.732146,0.424209,0.394216,0.181574,-0.036647,305.133053,-138.920013,150.196654,134.231870,57.154148,61.112939,0.439708,0.392970,0.167322,-0.056129,341.582672,-170.120229
2022 07 28 14 00 00.JPG,509,154.010147,146.452715,71.078158,67.817125,0.414517,0.394176,0.191306,-0.025153,371.541020,-158.306547,171.404649,156.492575,66.700754,74.879747,0.434378,0.396587,0.169035,-0.045478,394.597978,-194.495715
2022 07 28 15 00 01.JPG,510,148.930270,147.022866,80.194506,64.920956,0.395936,0.390865,0.213200,-0.006445,376.147643,-135.564124,164.423786,156.035964,75.021076,72.627066,0.415757,0.394547,0.189696,-0.026174,395.480827,-170.417598
2022 07 28 16 00 00.JPG,511,159.118702,150.970086,75.517441,67.304030,0.412646,0.391514,0.195841,-0.026278,385.606229,-159.053906,178.395325,163.319575,73.169697,75.074129,0.429988,0.393651,0.176362,-0.044118,414.884597,-195.375507
2022 07 28 17 00 00.JPG,512,179.411078,171.208307,76.175969,86.829568,0.420368,0.401148,0.178484,-0.023395,426.795354,-198.267447,179.336028,164.877645,57.361952,93.057311,0.446581,0.410577,0.142842,-0.042004,401.575625,-229.489770
2022 07 28 18 00 00.JPG,513,182.116456,176.893427,84.660883,87.009516,0.410477,0.398704,0.190819,-0.014548,443.670766,-189.688118,200.492280,190.138404,76.786004,102.998523,0.428937,0.406786,0.164277,-0.026506,467.416687,-237.058676
2022 07 29 05 00 01.JPG,514,93.027804,120.060953,86.843213,60.250889,0.310163,0.400294,0.289543,0.126863,299.931971,-39.402331,168.130373,174.575343,101.057091,79.963222,0.378874,0.393398,0.227728,0.018806,443.762807,-140.591535
2022 07 29 06 00 00.JPG,515,81.747108,95.501628,61.477568,47.778579,0.342430,0.400047,0.257523,0.077600,238.726305,-54.293600,164.142100,162.680648,85.382065,75.837132,0.398205,0.394660,0.207135,-0.004472,412.204813,-156.058618
2022 07 29 07 00 00.JPG,516,96.040672,103.759096,61.436033,50.041487,0.367640,0.397186,0.235175,0.038631,261.235801,-76.927702,188.725457,182.289153,95.560898,80.291951,0.404491,0.390696,0.204813,-0.017348,466.575507,-179.892813
2022 07 29 08 00 01.JPG,517,81.918958,84.345899,43.240376,43.532464,0.391012,0.402596,0.206393,0.014597,209.505233,-79.784104,192.553009,183.504887,85.143461,89.313305,0.417503,0.397885,0.184612,-0.024060,461.201357,-205.770975
2022 07 29 09 00 00.JPG,518,68.525509,73.121234,36.495657,41.221302,0.384667,0.410465,0.204868,0.032445,178.142399,-68.655428,182.269068,173.224177,74.224543,89.954743,0.424160,0.403111,0.172729,-0.025443,429.717788,-207.044160
2022 07 29 10 00 00.JPG,519,69.247294,70.484167,32.144447,39.576594,0.402891,0.410088,0.187021,0.008852,171.875908,-75.442568,174.722438,164.146603,68.133964,85.436804,0.429290,0.403306,0.167404,-0.031209,407.003005,-202.601112
2022 07 29 11 00 01.JPG,520,87.090394,84.228112,42.657683,38.708146,0.407010,0.393633,0.199357,-0.016707,213.976189,-86.003139,168.632097,159.443167,64.199440,86.054797,0.429883,0.406458,0.163659,-0.028009,392.274704,-199.676383
2022 07 29 12 00 00.JPG,521,107.295540,102.269129,49.802585,47.440134,0.413682,0.394302,0.192016,-0.023985,259.367253,-109.959500,167.214213,157.301190,61.402418,85.985749,0.433290,0.407603,0.159107,-0.030547,385.917821,-201.710566
2022 07 29 13 00 00.JPG,522,80.742819,83.738581,50.399693,36.334649,0.375756,0.389697,0.234547,0.018213,214.881093,-63.682013,98.141298,99.410239,53.682366,46.996815,0.390637,0.395688,0.213675,0.006423,251.233903,-90.186806
2022 07 29 14 00 00.JPG,523,142.803723,138.608981,67.234965,67.179274,0.409593,0.397562,0.192845,-0.014906,348.647670,-146.942774,158.763813,150.334634,60.113462,81.791992,0.430007,0.407177,0.162816,-0.027270,369.211909,-188.871523
2022 07 29 15 00 00.JPG,524,160.944497,154.224209,73.814429,73.689492,0.413757,0.396480,0.189763,-0.021323,388.983135,-167.539849,160.091686,150.669565,54.245665,87.001779,0.438599,0.412786,0.148615,-0.030319,365.006916,-202.269920
2022 07 29 16 00 01.JPG,525,176.933238,168.249711,81.368982,78.197202,0.414799,0.394441,0.190760,-0.025156,426.551931,-182.444985,170.491709,158.881825,53.963169,93.308772,0.444757,0.414471,0.140772,-0.035248,383.336703,-221.447197
2022 07 29 17 00 00.JPG,526,180.625407,172.928439,85.286829,79.944643,0.411597,0.394057,0.194346,-0.021770,438.840675,-182.980188,175.405245,165.925867,61.022119,95.424370,0.435948,0.412389,0.151663,-0.027772,402.353232,-219.286874
2022 07 29 18 00 00.JPG,527,182.951215,178.891133,90.521050,84.310001,0.404434,0.395459,0.200107,-0.011221,452.363397,-180.800248,198.792242,193.727413,74.905594,113.756990,0.425292,0.414456,0.160251,-0.012903,467.425249,-242.708468
2022 07 30 05 00 00.JPG,528,120.009629,123.966690,74.129876,53.793876,0.377263,0.389702,0.233035,0.016219,318.106196,-95.716567,172.775499,168.893746,76.404025,88.607967,0.413266,0.403981,0.182753,-0.011361,418.073269,-188.861195
2022 07 30 06 00 00.JPG,529,93.685748,98.990614,62.761188,41.534293,0.366766,0.387534,0.245701,0.027533,255.437551,-67.153985,167.420070,164.478138,78.287202,83.249004,0.408157,0.400985,0.190858,-0.008864,410.185411,-175.323804
2022 07 30 07 00 01.JPG,530,104.295272,115.661156,74.566629,52.460411,0.354116,0.392707,0.253178,0.051673,294.523058,-70.823169,175.026330,178.523831,92.754799,89.266533,0.392168,0.400004,0.207828,0.009893,446.304960,-168.040563
2022 07 30 08 00 00.JPG,531,89.187885,90.993314,44.966489,47.832255,0.396131,0.404149,0.199720,0.010020,225.147688,-90.248222,190.407678,183.426343,76.076844,100.368164,0.423212,0.407695,0.169093,-0.018675,449.910865,-221.680333
2022 07 30 09 00 00.JPG,532,97.364976,90.236617,45.153491,37.954767,0.418315,0.387689,0.193996,-0.037997,232.755084,-97.294610,187.850937,177.192255,70.579862,95.953712,0.431224,0.406756,0.162020,-0.029198,435.623054,-223.883468
2022 07 30 10 00 01.JPG,533,105.527937,102.981559,54.769411,45.665770,0.400822,0.391150,0.208028,-0.012212,263.278907,-98.970674,179.291851,170.550487,74.070685,87.738438,0.422945,0.402324,0.174731,-0.024987,423.913024,-201.700967
2022 07 30 11 00 00.JPG,534,113.737938,119.147301,68.640752,55.915913,0.377208,0.395148,0.227645,0.023228,301.525991,-95.603734,168.247944,166.824329,80.019307,85.381408,0.405327,0.401898,0.192775,-0.004249,415.091581,-175.033660
2022 07 30 12 00 01.JPG,535,134.990096,134.831993,73.216618,61.457272,0.393513,0.393052,0.213435,-0.000586,343.038707,-123.388852,170.104864,165.476558,75.081141,85.767111,0.414221,0.402950,0.182829,-0.013792,410.662563,-185.419139
2022 07 30 13 00 00.JPG,536,137.528595,132.909221,67.168435,61.121413,0.407364,0.393681,0.198955,-0.017081,337.606251,-136.100947,166.570603,157.079983,66.442730,81.146633,0.427002,0.402673,0.170325,-0.029324,390.093316,-190.765125
2022 07 30 14 00 00.JPG,537,147.614962,147.121973,79.010013,67.618970,0.394960,0.393641,0.211400,-0.001673,373.746948,-136.716908,167.684348,164.078316,74.173246,86.299037,0.413081,0.404198,0.182722,-0.010869,405.935910,-183.416172
2022 07 30 15 00 01.JPG,538,155.318987,152.332288,78.317156,71.028434,0.402414,0.394676,0.202911,-0.009708,385.968431,-151.016963,167.970642,162.358727,68.444351,88.302462,0.421218,0.407145,0.171637,-0.016989,398.773720,-193.440668
2022 07 30 16 00 00.JPG,539,153.300278,147.034475,71.744175,69.024497,0.412010,0.395170,0.192820,-0.020863,372.078927,-156.846403,174.042643,165.183996,67.621432,88.703917,0.427783,0.406009,0.166208,-0.026114,406.848072,-203.983775
2022 07 30 17 00 00.JPG,540,150.626487,150.071300,79.405672,70.110442,0.396278,0.394817,0.208905,-0.001846,380.103460,-141.886444,169.888051,166.560251,75.687703,87.544749,0.412214,0.404139,0.183647,-0.009891,412.136005,-185.072898
2022 07 30 18 00 01.JPG,541,158.104201,162.460309,90.647755,76.168663,0.384483,0.395077,0.220440,0.013589,411.212265,-139.269001,167.132638,171.004896,83.359423,91.517732,0.396522,0.405708,0.197770,0.011452,421.496957,-171.418689
2022 07 31 05 00 00.JPG,542,152.895637,149.444342,84.228099,61.764948,0.395521,0.386593,0.217887,-0.011415,386.568077,-133.883782,175.855341,167.640912,81.229334,78.197148,0.414045,0.394704,0.191251,-0.023914,424.725587,-181.037585
2022 07 31 06 00 01.JPG,543,133.129967,136.908656,84.886421,55.800923,0.375093,0.385740,0.239167,0.013993,354.925044,-100.265780,174.330130,172.382486,89.579827,80.855015,0.399572,0.395108,0.205321,-0.005617,436.292444,-167.552962
2022 07 31 07 00 00.JPG,544,137.796184,142.467546,89.608599,57.530309,0.372551,0.385180,0.242269,0.016668,369.872328,-101.046532,166.504111,166.444550,89.876864,76.508124,0.393789,0.393648,0.212563,-0.000179,422.825525,-153.194932
2022 07 31 08 00 01.JPG,545,149.204514,144.198285,74.877792,64.314264,0.405138,0.391545,0.203317,-0.017063,368.280590,-143.647216,175.404296,166.811743,74.673830,83.545360,0.420745,0.400134,0.179121,-0.025109,416.889870,-192.868379
2022 07 31 09 00 00.JPG,546,145.085115,139.857267,69.572191,65.057228,0.409250,0.394504,0.196246,-0.018347,354.514573,-145.797999,173.837271,163.953490,69.120616,84.949094,0.427212,0.402922,0.169867,-0.029260,406.911377,-199.549529
2022 07 31 10 00 00.JPG,547,146.477855,142.532428,69.940834,68.646167,0.408072,0.397080,0.194848,-0.013652,358.951117,-149.128615,176.318859,167.746142,69.889047,89.284379,0.425938,0.405229,0.168833,-0.024916,413.954048,-204.286907
2022 07 31 11 00 01.JPG,548,147.660398,143.429703,70.912751,68.286258,0.407898,0.396212,0.195890,-0.014534,362.002853,-149.264600,174.167481,165.586840,69.625560,87.380640,0.425442,0.404482,0.170076,-0.025255,409.379880,-200.503201
2022 07 31 12 00 00.JPG,549,149.025536,144.462864,70.812698,69.087494,0.409072,0.396548,0.194380,-0.015546,364.301098,-151.863004,175.248602,166.418665,70.016668,87.572060,0.425687,0.404239,0.170074,-0.025844,411.683935,-201.633930
2022 07 31 13 00 00.JPG,550,148.535839,144.741130,70.488592,70.457828,0.408328,0.397897,0.193775,-0.012939,363.765561,-152.299784,174.561711,166.552020,70.221078,88.321251,0.424379,0.404906,0.170715,-0.023481,411.334809,-200.671576
2022 07 31 14 00 01.JPG,551,149.060390,144.313892,75.147693,64.419701,0.404482,0.391602,0.203916,-0.016179,368.521975,-143.078895,175.188856,166.501191,74.497045,83.316482,0.420938,0.400063,0.178999,-0.025426,416.187092,-192.695957
2022 07 31 15 00 00.JPG,552,151.511894,147.007227,72.483643,70.018916,0.408385,0.396243,0.195372,-0.015090,371.002764,-153.551835,173.628796,164.648408,68.784512,86.883507,0.426542,0.404480,0.168978,-0.026547,407.061716,-200.708180
2022 07 31 16 00 00.JPG,553,147.100251,143.343461,69.452323,70.134349,0.408730,0.398291,0.192979,-0.012935,359.896035,-151.539067,173.887264,166.272603,69.041337,89.616604,0.424943,0.406335,0.168722,-0.022386,409.201204,-202.077193
2022 07 31 17 00 01.JPG,554,142.407177,141.789032,73.542423,67.628465,0.398076,0.396348,0.205576,-0.002175,357.738631,-137.111364,171.035448,165.664184,73.862089,86.430831,0.416589,0.403506,0.179905,-0.015953,410.561721,-188.975453
2022 07 31 18 00 00.JPG,555,151.407816,150.510778,79.724008,69.889732,0.396727,0.394376,0.208897,-0.002971,381.642602,-142.470577,173.975412,169.586670,78.125459,87.072468,0.412569,0.402162,0.185269,-0.012774,421.687541,-187.311164
2022 08 01 05 00 00.JPG,556,149.642033,141.287412,62.482399,70.450392,0.423421,0.399781,0.176798,-0.028717,353.411843,-165.964647,182.214395,168.406881,65.869410,88.729958,0.437499,0.404347,0.158153,-0.039380,416.490687,-218.882456
2022 08 01 06 00 00.JPG,557,153.869319,141.457509,55.986721,73.058979,0.437983,0.402653,0.159364,-0.042027,351.313549,-183.353386,186.886231,168.970692,57.833807,93.221347,0.451753,0.408447,0.139800,-0.050345,413.690729,-240.189309
2022 08 01 07 00 01.JPG,558,149.976027,136.483769,58.435712,64.555800,0.434845,0.395725,0.169430,-0.047100,344.895509,-169.588372,182.644907,164.937999,60.162429,87.068661,0.447939,0.404512,0.147549,-0.050943,407.745335,-227.258047
2022 08 01 08 00 00.JPG,559,148.177091,138.985458,58.441516,71.352309,0.428748,0.402152,0.169100,-0.032008,345.604064,-170.279517,178.931715,165.340481,60.888578,90.860670,0.441631,0.408086,0.150283,-0.039478,405.160774,-222.495041
2022 08 01 09 00 00.JPG,560,150.404735,138.116409,62.482052,63.346031,0.428500,0.393490,0.178010,-0.042591,351.003196,-163.557040,178.991265,162.410450,64.091705,81.737931,0.441416,0.400525,0.158059,-0.048567,405.493419,-213.218305
2022 08 01 10 00 01.JPG,561,142.314944,133.973431,68.092053,57.539864,0.413249,0.389027,0.197723,-0.030191,344.380428,-140.104269,177.733526,164.635764,71.841466,79.696537,0.429090,0.397469,0.173442,-0.038256,414.210756,-198.686359
2022 08 01 11 00 00.JPG,562,141.789864,136.204919,67.006999,63.612977,0.410983,0.394795,0.194222,-0.020090,345.001782,-143.980786,174.505580,163.834306,68.035844,85.127187,0.429419,0.403160,0.167421,-0.031540,406.375730,-202.268198
2022 08 01 12 00 00.JPG,563,149.957426,142.372973,67.860561,66.927960,0.416328,0.395271,0.188402,-0.025945,360.190960,-156.609277,177.036369,164.335156,64.536912,87.097032,0.436149,0.404858,0.158994,-0.037206,405.908437,-212.297702
2022 08 01 13 00 01.JPG,564,145.551120,137.574312,64.393328,65.204177,0.418830,0.395876,0.185295,-0.028174,347.518761,-154.338776,173.214009,160.442350,63.784165,83.886526,0.435824,0.403689,0.160487,-0.038278,397.440525,-206.088029
2022 08 01 14 00 00.JPG,565,153.441947,145.978225,69.279994,69.234509,0.416170,0.395927,0.187903,-0.024927,368.700167,-160.860184,172.751347,160.392074,62.367253,85.665549,0.436780,0.405532,0.157688,-0.037099,395.510675,-208.408915
2022 08 01 15 00 00.JPG,566,163.412341,153.825833,75.123722,69.115604,0.416484,0.392051,0.191465,-0.030219,392.361897,-166.990729,173.536386,160.041251,63.499849,83.046267,0.437034,0.403048,0.159918,-0.040456,397.077487,-206.577939
2022 08 01 16 00 01.JPG,567,160.643573,153.890541,74.534014,72.603495,0.412893,0.395536,0.191571,-0.021470,389.068127,-165.466086,173.035242,162.515741,63.806872,88.189369,0.433284,0.406943,0.159774,-0.031350,399.357855,-207.937239
2022 08 01 17 00 00.JPG,568,152.462530,152.251593,78.070609,73.970047,0.398298,0.397747,0.203954,-0.000692,382.784732,-148.572906,170.063279,166.052228,72.794246,89.246930,0.415894,0.406085,0.178020,-0.011934,408.909753,-190.527014
2022 08 01 18 00 00.JPG,569,158.891146,156.983214,82.262751,72.812532,0.399086,0.394294,0.206619,-0.006040,398.137111,-151.348859,171.098413,164.969043,72.233199,86.606473,0.419050,0.404038,0.176912,-0.018239,408.300656,-191.601057
2022 08 02 06 00 01.JPG,570,84.649265,90.397972,46.717217,49.429462,0.381708,0.407631,0.210661,0.032841,221.764454,-81.612803,167.619441,160.139578,60.909177,91.750537,0.431266,0.412021,0.156713,-0.022821,388.668196,-205.940666
2022 08 02 07 00 00.JPG,571,91.268456,93.932261,40.536295,56.059771,0.404313,0.416114,0.179573,0.014383,225.737012,-104.128127,190.691859,179.442486,72.263165,95.929948,0.431042,0.405614,0.163344,-0.030393,442.397510,-225.608016
2022 08 02 08 00 00.JPG,572,97.616911,89.373901,38.031867,43.099024,0.433809,0.397177,0.169013,-0.044082,225.022680,-110.927078,197.694506,184.154670,68.930040,101.684795,0.438562,0.408525,0.152913,-0.035459,450.779217,-243.989097
2022 08 02 09 00 01.JPG,573,109.298164,110.585470,55.690701,56.182076,0.396620,0.401291,0.202090,0.005854,275.574335,-108.502233,179.210876,173.249497,73.393957,93.894161,0.420827,0.406828,0.172345,-0.016914,425.854330,-205.672460
2022 08 02 10 00 00.JPG,574,136.535927,129.023971,63.892502,57.619513,0.414433,0.391632,0.193935,-0.028287,329.452400,-137.774895,180.111220,167.776651,69.535143,85.906938,0.431484,0.401934,0.166582,-0.035456,417.423014,-208.817584
2022 08 02 11 00 00.JPG,575,145.897458,140.466077,66.282992,68.751703,0.413722,0.398320,0.187959,-0.018967,352.646527,-153.797550,177.473174,167.130726,67.675620,89.112657,0.430468,0.405382,0.164150,-0.030013,412.279520,-209.252660
2022 08 02 12 00 01.JPG,576,140.566637,138.565110,69.159883,67.403700,0.403589,0.397842,0.198569,-0.007171,348.291629,-140.811981,173.703263,166.633408,71.361803,88.201749,0.421919,0.404746,0.173335,-0.020773,411.698474,-197.613065
2022 08 02 13 00 00.JPG,577,117.910258,129.599958,83.519800,57.769858,0.356192,0.391505,0.252303,0.047229,331.030016,-80.470617,154.189124,159.658616,84.955003,80.173106,0.386630,0.400345,0.213025,0.017427,398.802742,-143.937734
2022 08 02 14 00 00.JPG,578,121.098912,141.233001,93.799787,67.567302,0.340040,0.396575,0.263385,0.076750,356.131700,-74.732340,148.549168,163.670953,91.812936,86.979802,0.367666,0.405093,0.227241,0.048433,404.033058,-128.594249
2022 08 02 15 00 01.JPG,579,145.419879,147.014225,78.639566,69.969006,0.391890,0.396186,0.211924,0.005452,371.073670,-135.154971,160.545171,158.423178,70.382045,85.919141,0.412341,0.406891,0.180768,-0.006653,389.350393,-178.204259
2022 08 02 16 00 00.JPG,580,171.593315,161.996229,68.619847,83.779296,0.426627,0.402766,0.170607,-0.028769,402.209392,-196.349851,166.506563,153.314231,46.072997,94.048903,0.455068,0.419013,0.125919,-0.041249,365.893791,-227.674801
2022 08 02 17 00 01.JPG,581,154.026339,159.420312,87.950238,76.864047,0.383726,0.397164,0.219110,0.017209,401.396890,-137.546175,160.782048,165.240245,78.847273,90.851169,0.397121,0.408132,0.194747,0.013675,404.869566,-168.327748
2022 08 02 18 00 00.JPG,582,161.894121,162.029550,83.863953,78.301026,0.397006,0.397338,0.205656,0.000418,407.787624,-156.195766,169.046805,167.973514,76.315277,90.584947,0.408982,0.406385,0.184633,-0.003185,413.335596,-184.389765
2022 08 03 07 00 00.JPG,583,88.612826,96.807432,53.498398,51.503640,0.370891,0.405190,0.223919,0.044195,238.918656,-78.423461,187.166128,181.174088,85.644702,89.537346,0.412274,0.399075,0.188651,-0.016268,453.984918,-197.050812
2022 08 03 08 00 01.JPG,584,86.195449,84.949756,44.266489,39.437573,0.400143,0.394360,0.205497,-0.007279,215.411694,-82.612226,195.660165,186.419044,79.155764,98.022159,0.424209,0.404174,0.171617,-0.024186,461.234972,-223.767682
2022 08 03 09 00 00.JPG,585,73.195138,76.793161,36.814649,43.576535,0.391831,0.411092,0.197077,0.023989,186.802948,-76.359001,184.660953,176.890136,69.896820,99.222499,0.428003,0.409992,0.162005,-0.021493,431.447910,-221.757450
2022 08 03 10 00 00.JPG,586,79.529936,78.185732,41.004591,35.836937,0.400211,0.393446,0.206343,-0.008523,198.720258,-75.706485,181.890310,171.769080,69.361432,92.286418,0.429980,0.406053,0.163967,-0.028619,423.020822,-214.936527
2022 08 03 11 00 01.JPG,587,84.281409,84.888942,40.714804,44.781672,0.401560,0.404454,0.193986,0.003591,209.885154,-87.740743,176.308475,166.638337,63.797965,93.170235,0.433462,0.409688,0.156850,-0.028197,406.744778,-215.350883
2022 08 03 12 00 00.JPG,588,102.084050,99.148942,43.911804,52.302029,0.416423,0.404451,0.179126,-0.014586,245.144796,-113.409383,164.140231,153.905074,55.087313,88.582604,0.439898,0.412467,0.147635,-0.032181,373.132619,-207.870680
2022 08 03 13 00 00.JPG,589,89.002436,94.209033,57.851895,41.563735,0.369208,0.390806,0.239986,0.028419,241.063365,-67.507678,100.202849,105.415780,60.986154,49.642556,0.375848,0.395401,0.228751,0.025352,266.604783,-83.646321
2022 08 03 14 00 00.JPG,590,147.163948,142.513044,62.713778,75.148363,0.417616,0.404418,0.177967,-0.016055,352.390770,-164.249436,158.991348,149.243919,53.317681,86.178808,0.439746,0.412786,0.147469,-0.031623,361.552947,-201.599905
2022 08 03 15 00 00.JPG,591,159.168212,154.301011,66.346551,83.087259,0.419067,0.406252,0.174681,-0.015527,379.815775,-180.776121,160.512032,150.664296,52.691749,88.124811,0.441127,0.414063,0.144810,-0.031647,363.868077,-205.792830
2022 08 03 16 00 01.JPG,592,176.531945,169.669788,73.912229,88.895401,0.420200,0.403866,0.175934,-0.019821,420.113962,-198.377276,169.276537,158.835169,50.947518,97.446283,0.446570,0.419025,0.134405,-0.031823,379.059223,-226.216671
2022 08 03 17 00 00.JPG,593,184.408853,176.213081,71.690088,96.327222,0.426564,0.407606,0.165830,-0.022727,432.312022,-217.241758,174.048316,162.408604,47.244652,103.524241,0.453603,0.423268,0.123129,-0.034595,383.701572,-241.967616
2022 08 03 18 00 00.JPG,594,190.952220,189.124767,89.991056,97.306258,0.406223,0.402335,0.191443,-0.004808,470.068043,-200.094876,187.825424,186.937524,69.774769,116.274854,0.422519,0.420521,0.156960,-0.002369,444.537716,-235.213409
2022 08 04 06 00 00.JPG,595,82.830441,95.944842,56.371891,52.687352,0.352249,0.408020,0.239730,0.073357,235.147175,-66.031501,162.521914,161.723326,73.717528,87.207210,0.408385,0.406378,0.185237,-0.002463,397.962769,-176.810183
2022 08 04 07 00 01.JPG,596,92.522697,99.782635,55.193750,51.848822,0.373830,0.403164,0.223006,0.037752,247.499083,-81.917832,188.358056,182.057476,87.158994,88.597903,0.411645,0.397875,0.190480,-0.017009,457.574526,-196.097544
2022 08 04 08 00 00.JPG,597,88.700903,87.533184,41.239660,45.125806,0.407869,0.402500,0.189631,-0.006626,217.473747,-93.754767,196.153757,185.439885,75.463238,99.262775,0.429167,0.405726,0.165107,-0.028077,457.056881,-230.667166
2022 08 04 09 00 00.JPG,598,81.781670,79.799234,39.525965,38.290834,0.406658,0.396800,0.196542,-0.012269,201.106869,-82.528974,189.238904,178.912247,71.840136,96.745455,0.430097,0.406627,0.163276,-0.028050,439.991287,-224.470881
2022 08 04 10 00 00.JPG,599,77.471641,77.612326,36.670632,41.082379,0.404015,0.404748,0.191237,0.000907,191.754599,-81.742702,183.409426,173.398041,65.520882,97.865775,0.434282,0.410576,0.155142,-0.028058,422.328349,-225.765704
2022 08 04 11 00 00.JPG,600,81.598627,105.706357,69.469331,60.344756,0.317783,0.411670,0.270546,0.128708,256.774315,-48.366322,147.845052,163.261970,89.497641,89.181248,0.369055,0.407539,0.223406,0.049555,400.604663,-132.111741
2022 08 04 12 00 01.JPG,601,113.214480,109.089210,49.008967,55.954973,0.417284,0.402079,0.180636,-0.018557,271.312657,-124.285756,169.987159,160.750500,61.107824,90.406018,0.433812,0.410240,0.155949,-0.027927,391.845483,-208.522012
2022 08 04 13 00 00.JPG,602,109.420457,119.834910,71.494842,58.754520,0.363825,0.398453,0.237722,0.045427,300.750210,-86.265682,143.420652,148.363413,76.397753,76.908420,0.389538,0.402962,0.207500,0.016940,368.181818,-138.988559
2022 08 04 14 00 00.JPG,603,141.659086,134.441851,54.266616,72.958001,0.428792,0.406946,0.164261,-0.026140,330.367553,-167.567706,159.653402,147.422999,49.887148,85.305449,0.447254,0.412992,0.139754,-0.039829,356.963549,-207.302106
2022 08 04 15 00 01.JPG,604,154.334421,151.597194,68.861396,79.998571,0.411786,0.404482,0.183732,-0.008947,374.793010,-168.208822,162.879839,155.664477,59.485803,88.963312,0.430865,0.411778,0.157357,-0.022651,378.030119,-199.572709
2022 08 04 16 00 00.JPG,605,138.084014,155.768692,94.791119,78.662252,0.355297,0.400801,0.243902,0.060182,388.643826,-104.270468,147.519191,163.125924,87.095264,91.637394,0.370893,0.410132,0.218975,0.050240,397.740379,-136.454588
2022 08 04 17 00 00.JPG,606,145.204831,155.312331,90.553920,74.865912,0.371300,0.397146,0.231554,0.033634,391.071082,-119.409322,162.672960,170.425969,88.040031,90.138948,0.386269,0.404679,0.209052,0.023275,421.138960,-157.018867
2022 08 04 18 00 01.JPG,607,193.434749,189.695784,85.210889,100.745930,0.413021,0.405037,0.181942,-0.009759,468.341421,-212.708755,185.733142,182.158888,68.941411,109.643223,0.425181,0.416998,0.157821,-0.009715,436.833441,-230.009207
2022 08 05 06 00 00.JPG,608,159.997372,155.527903,56.684302,94.374133,0.429858,0.417850,0.152291,-0.014165,372.209576,-202.156672,191.817215,179.626472,58.207496,109.228233,0.446449,0.418075,0.135476,-0.032820,429.651182,-255.028695
