img,idx_label,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,RGB.ROI_09.redDN,RGB.ROI_09.greenDN,RGB.ROI_09.blueDN,RGB.ROI_09.2G_RBi,RGB.ROI_09.pctR,RGB.ROI_09.pctG,RGB.ROI_09.pctB,RGB.ROI_09.nNDVI,RGB.ROI_09.totalRGB,RGB.ROI_09.AnyColor
2022 07 28 06 00 00.JPG, 600,169.151100,158.158750,95.926217,51.240183,0.399661,0.373689,0.226649,-0.033584,423.236067,-135.457417,166.018698,171.887342,95.000683,82.755301,0.383498,0.397054,0.219448,0.017368,432.906723,-147.904673,167.643262,151.952863,87.658224,48.604240,0.411643,0.373115,0.215242,-0.049094,407.254349,-144.279676
2022 07 28 07 00 00.JPG, 601,167.160827,158.099780,96.192085,52.846648,0.396630,0.375131,0.228239,-0.027858,421.452691,-132.876436,163.818923,171.479711,94.800622,84.339877,0.380886,0.398698,0.220416,0.022848,430.099256,-145.697390,164.133372,150.805955,87.624701,49.853836,0.407720,0.374614,0.217666,-0.042317,402.564028,-139.689925
2022 07 28 08 00 00.JPG, 602,165.228028,158.432238,97.565335,54.071113,0.392255,0.376122,0.231623,-0.020997,421.225602,-128.529596,164.293341,173.642156,98.336268,84.654703,0.376585,0.398014,0.225401,0.027664,436.271766,-141.262962,160.772491,149.721873,88.152185,50.519071,0.403296,0.375575,0.221129,-0.035590,398.646549,-134.189995
2022 07 28 09 00 01.JPG, 603,170.315748,156.169723,86.701976,55.321722,0.412200,0.377963,0.209837,-0.043328,413.187446,-153.081518,167.619669,168.420107,86.181160,83.039384,0.396995,0.398891,0.204114,0.002382,422.220937,-163.677456,165.281949,147.352180,79.608380,49.814030,0.421377,0.375666,0.202957,-0.057351,392.242510,-153.417368
2022 07 28 10 00 00.JPG, 604,160.261405,150.207988,83.437357,56.717214,0.406851,0.381329,0.211820,-0.032381,393.906751,-143.594679,164.242010,166.995836,85.313255,84.436407,0.394290,0.400901,0.204809,0.008314,416.551101,-160.611337,153.786024,139.755656,76.449577,49.275711,0.415648,0.377727,0.206625,-0.047797,369.991258,-140.642526
2022 07 28 11 00 00.JPG, 605,156.460499,142.762535,71.430819,57.633751,0.422120,0.385164,0.192716,-0.045778,370.653853,-156.361397,166.276999,162.596505,75.565176,83.350836,0.411130,0.402030,0.186840,-0.011191,404.438680,-177.743152,145.426513,127.756377,62.017159,48.069082,0.433850,0.381135,0.185015,-0.064682,335.200048,-149.148572
2022 07 28 12 00 01.JPG, 606,168.511537,155.358028,88.759586,53.444933,0.408385,0.376508,0.215107,-0.040614,412.629151,-146.350393,170.067996,170.643419,89.346353,81.872488,0.395454,0.396792,0.207754,0.001689,430.057768,-162.018709,160.657697,144.071954,78.548342,48.937869,0.419168,0.375894,0.204938,-0.054428,383.277993,-147.632968
2022 07 28 13 00 00.JPG, 607,164.368763,150.107760,81.758352,54.088405,0.414827,0.378835,0.206338,-0.045348,396.234875,-150.959818,173.552183,170.872654,85.959420,82.233705,0.403249,0.397023,0.199727,-0.007780,430.384258,-172.505997,148.324790,131.057253,66.871725,46.917990,0.428370,0.378501,0.193129,-0.061806,346.253768,-145.638593
2022 07 28 14 00 00.JPG, 608,169.272856,154.250891,86.030472,53.198455,0.413310,0.376631,0.210059,-0.046432,409.554219,-151.462802,175.689788,174.213617,90.658604,82.078842,0.398786,0.395435,0.205779,-0.004219,440.562009,-168.586197,157.471425,139.019037,72.548917,48.017731,0.426706,0.376705,0.196589,-0.062236,369.039379,-151.392627
2022 07 28 15 00 00.JPG, 609,157.087034,152.016600,95.129485,51.816681,0.388605,0.376062,0.235333,-0.016404,404.233119,-118.844665,167.472117,175.849202,102.717392,81.508894,0.375465,0.394247,0.230288,0.024400,446.038711,-137.886535,135.309561,130.707044,80.934466,45.170060,0.389996,0.376730,0.233273,-0.017302,346.951070,-104.147672
2022 07 28 16 00 00.JPG, 610,168.794034,155.661463,88.100393,54.428499,0.409142,0.377310,0.213548,-0.040476,412.555889,-148.254711,173.763043,174.445151,90.097753,85.029506,0.396442,0.397999,0.205559,0.001959,438.305947,-168.012687,166.463886,148.908711,80.561455,50.792082,0.420433,0.376095,0.203472,-0.055665,395.934052,-154.249688
2022 07 28 17 00 01.JPG, 611,119.471592,121.235274,70.967760,52.031197,0.383322,0.388980,0.227698,0.007327,311.674626,-98.771346,201.615979,203.121995,104.942255,99.685756,0.395573,0.398528,0.205898,0.003721,509.680230,-194.853464,115.659758,111.814528,62.545485,45.423813,0.398800,0.385541,0.215659,-0.016904,290.019772,-102.383316
2022 07 28 18 00 00.JPG, 612,147.856053,152.707717,101.073908,56.485472,0.368133,0.380213,0.251654,0.016142,401.637678,-98.415953,205.000441,210.855766,119.091994,97.619097,0.383215,0.394161,0.222623,0.014080,534.948201,-177.672219,126.300867,129.224713,88.357175,43.791384,0.367279,0.375781,0.256940,0.011442,343.882756,-78.811230
2022 07 29 05 00 00.JPG, 613,170.854158,167.026536,82.896974,80.301939,0.406044,0.396947,0.197009,-0.011328,420.777668,-172.086745,166.807366,174.833165,88.590805,94.268160,0.387716,0.406370,0.205914,0.023492,430.231336,-164.458922,143.144452,136.168875,81.807741,47.385556,0.396389,0.377073,0.226538,-0.024974,361.121068,-115.697843
2022 07 29 06 00 00.JPG, 614,193.167964,190.953668,104.039734,84.699639,0.395705,0.391169,0.213126,-0.005765,488.161367,-176.042166,147.360740,160.305430,95.827837,77.422282,0.365212,0.397293,0.237495,0.042074,403.494007,-116.010496,127.326393,127.013997,81.909269,44.792333,0.378666,0.377737,0.243597,-0.001228,336.249660,-90.521852
2022 07 29 07 00 00.JPG, 615,164.298411,173.040167,115.624325,66.157598,0.362719,0.382018,0.255262,0.025914,452.962902,-106.089928,174.759238,190.131675,122.091990,83.412121,0.358861,0.390428,0.250711,0.042129,486.982902,-120.706932,128.369576,136.812102,100.663312,44.591315,0.350885,0.373962,0.275153,0.031837,365.844990,-63.855053
2022 07 29 08 00 00.JPG, 616,160.809844,153.678989,78.626366,67.921769,0.409065,0.390926,0.200008,-0.022674,393.115199,-157.236102,168.975529,171.025318,79.610915,93.464193,0.402695,0.407580,0.189725,0.006029,419.611762,-180.779017,162.620984,149.143744,77.263773,58.402731,0.418018,0.383375,0.198607,-0.043229,389.028502,-157.237182
2022 07 29 09 00 01.JPG, 617,156.069187,147.323231,77.018265,61.559010,0.410265,0.387274,0.202461,-0.028827,380.410683,-149.355887,170.206540,169.716197,76.757788,92.468066,0.408482,0.407305,0.184213,-0.001443,416.680526,-186.407161,159.431969,144.108567,72.926937,55.858229,0.423495,0.382792,0.193714,-0.050482,376.467473,-157.686662
2022 07 29 10 00 00.JPG, 618,148.013115,139.669616,73.187547,58.138570,0.410156,0.387036,0.202808,-0.029002,360.870277,-141.307637,167.811416,167.619700,75.504825,91.923160,0.408364,0.407897,0.183739,-0.000572,410.935940,-184.421466,147.426756,133.815693,67.192967,53.011662,0.423111,0.384047,0.192842,-0.048396,348.435416,-146.856515
2022 07 29 11 00 00.JPG, 619,141.292569,132.114049,71.907870,51.027660,0.409171,0.382591,0.208239,-0.033571,345.314488,-129.590879,174.324939,171.595639,82.877120,85.989220,0.406544,0.400179,0.193278,-0.007890,428.797698,-180.166339,137.220130,123.206232,59.516083,49.676252,0.428890,0.385089,0.186021,-0.053811,319.942445,-141.394197
2022 07 29 12 00 01.JPG, 620,141.138386,132.349996,72.474446,51.087159,0.407958,0.382556,0.209486,-0.032134,345.962829,-128.539490,173.204144,170.979267,84.483372,84.271019,0.404053,0.398863,0.197084,-0.006464,428.666783,-175.216668,126.305777,112.263434,55.617119,42.603971,0.429339,0.381607,0.189054,-0.058861,294.186330,-127.334974
2022 07 29 13 00 00.JPG, 621,144.985525,136.457797,75.783114,52.146954,0.405864,0.381992,0.212143,-0.030300,357.226437,-129.877093,175.475607,173.820383,87.275058,84.890100,0.401941,0.398149,0.199910,-0.004739,436.571048,-174.745875,118.649038,106.165433,53.898668,39.783160,0.425703,0.380913,0.193384,-0.055528,278.713139,-117.017135
2022 07 29 14 00 00.JPG, 622,150.287417,144.334056,83.783838,54.596858,0.397160,0.381427,0.221413,-0.020207,378.405311,-127.053798,178.105574,179.221661,93.048379,87.289369,0.395460,0.397938,0.206602,0.003123,450.375613,-171.230477,108.192916,101.794270,53.180994,42.214630,0.411117,0.386803,0.202080,-0.030472,263.168180,-103.625198
2022 07 29 15 00 01.JPG, 623,150.576783,146.377667,82.566521,59.612030,0.396755,0.385691,0.217555,-0.014141,379.520971,-131.821407,179.477906,180.395917,90.202373,91.111554,0.398772,0.400812,0.200416,0.002551,450.076196,-179.469076,88.351799,87.089246,44.956930,40.869763,0.400874,0.395145,0.203981,-0.007196,220.397974,-85.527185
2022 07 29 16 00 00.JPG, 624,150.248978,147.116756,82.061602,61.922932,0.395989,0.387734,0.216278,-0.010533,379.427337,-133.242530,187.450173,189.698683,93.819521,98.127672,0.398010,0.402784,0.199206,0.005962,470.968376,-189.509813,97.533332,95.191785,48.661535,44.188703,0.404054,0.394354,0.201592,-0.012150,241.386651,-95.402046
2022 07 29 17 00 00.JPG, 625,130.765204,138.513577,90.007830,56.254119,0.363958,0.385524,0.250518,0.028775,359.286611,-89.263120,192.484524,200.591192,107.248778,101.449082,0.384719,0.400922,0.214358,0.020624,500.324494,-178.578160,126.834471,127.867340,76.280302,52.619907,0.383206,0.386327,0.230467,0.004055,330.982112,-102.141207
2022 07 29 18 00 01.JPG, 626,139.638367,151.409122,105.375664,57.804212,0.352246,0.381938,0.265816,0.040443,396.423153,-80.296161,202.098928,211.576356,117.055992,103.997791,0.380793,0.398651,0.220556,0.022910,530.731275,-179.563299,123.014162,131.345774,87.798076,51.879310,0.359524,0.383875,0.256601,0.032755,342.158012,-78.763785
2022 07 30 05 00 00.JPG, 627,173.152992,163.712615,77.731244,76.540994,0.417642,0.394872,0.187486,-0.028024,414.596851,-181.403120,176.032774,178.014246,83.731313,96.264405,0.402105,0.406631,0.191264,0.005597,437.778334,-186.584393,163.751708,149.382817,81.273281,53.740645,0.415184,0.378752,0.206064,-0.045887,394.407806,-150.587963
2022 07 30 06 00 00.JPG, 628,184.914145,181.852588,95.007627,83.783403,0.400443,0.393813,0.205745,-0.008347,461.774359,-176.751478,158.123146,165.823457,91.107436,82.416333,0.380970,0.399523,0.219507,0.023770,415.054039,-141.731732,145.145288,139.691022,80.570741,53.666015,0.397215,0.382289,0.220496,-0.019149,365.407051,-123.694827
2022 07 30 07 00 01.JPG, 629,146.430538,159.919704,120.364700,53.044170,0.343158,0.374769,0.282073,0.044032,426.714942,-65.620843,156.043726,181.862900,122.097170,85.584904,0.339223,0.395351,0.265426,0.076409,460.003796,-93.712287,147.109667,155.445253,112.217764,51.563075,0.354675,0.374772,0.270552,0.027551,414.772683,-78.119392
2022 07 30 08 00 00.JPG, 630,153.210538,149.086455,79.804784,65.157588,0.400968,0.390175,0.208857,-0.013642,382.101777,-142.687424,171.785724,175.129182,83.160161,95.312479,0.399432,0.407206,0.193362,0.009638,430.075067,-180.594585,166.829389,156.239730,79.569025,66.081047,0.414341,0.388040,0.197619,-0.032778,402.638144,-163.931070
2022 07 30 09 00 00.JPG, 631,152.382358,143.319916,73.909620,60.347855,0.412277,0.387758,0.199965,-0.030647,369.611894,-147.883035,174.777106,173.787784,77.958338,94.840123,0.409772,0.407452,0.182776,-0.002838,426.523228,-192.648214,163.416776,148.924285,71.787576,62.644219,0.425422,0.387694,0.186884,-0.046400,384.128637,-168.765910
2022 07 30 10 00 01.JPG, 632,152.033048,141.493924,74.524574,56.430226,0.413075,0.384441,0.202484,-0.035905,368.051546,-144.477824,168.084095,166.646145,76.684253,88.523942,0.408552,0.405057,0.186392,-0.004296,411.414493,-181.361734,153.198479,138.290881,68.159173,55.224110,0.425967,0.384517,0.189516,-0.051143,359.648534,-155.171014
2022 07 30 11 00 00.JPG, 633,154.605001,151.783396,96.594715,52.367077,0.383651,0.376650,0.239699,-0.009209,402.983112,-113.198969,163.656613,172.769560,98.042995,83.839512,0.376682,0.397657,0.225662,0.027088,434.469167,-140.340183,149.379436,142.302537,84.917098,50.308539,0.396654,0.377862,0.225484,-0.024262,376.599071,-121.847776
2022 07 30 12 00 00.JPG, 634,156.234994,150.995288,93.185396,52.570187,0.390182,0.377096,0.232722,-0.017055,400.415678,-120.859491,166.624946,172.347624,95.178072,82.892231,0.383795,0.396977,0.219228,0.016882,434.150642,-148.616426,147.633136,138.424370,78.961331,50.254274,0.404453,0.379225,0.216321,-0.032192,365.018836,-128.134844
2022 07 30 13 00 01.JPG, 635,160.392291,150.249346,86.263083,53.843318,0.404108,0.378553,0.217340,-0.032652,396.904720,-138.115472,172.634119,172.307847,89.084608,82.896967,0.397750,0.396998,0.205252,-0.000946,434.026574,-166.772751,147.561326,133.406448,69.804763,49.446807,0.420675,0.380322,0.199003,-0.050379,350.772537,-141.358248
2022 07 30 14 00 00.JPG, 636,159.338109,155.345239,96.746797,54.605573,0.387279,0.377574,0.235148,-0.012689,411.430146,-121.189753,169.181830,176.676194,98.312672,85.857886,0.380894,0.397766,0.221340,0.021669,444.170696,-149.232680,149.492036,141.225718,80.757877,52.201522,0.402428,0.380175,0.217398,-0.028434,371.475631,-129.201999
2022 07 30 15 00 07.JPG, 637,157.825575,153.574454,94.590405,54.732928,0.388742,0.378271,0.232987,-0.013652,405.990434,-122.219218,172.502062,178.401978,97.647176,86.654718,0.384576,0.397729,0.217695,0.016813,448.551216,-155.609689,134.942219,128.827889,72.527820,50.185740,0.401258,0.383077,0.215665,-0.023181,336.297928,-118.714469
2022 07 30 16 00 07.JPG, 638,164.567782,158.182973,93.558084,58.240081,0.395302,0.379965,0.224732,-0.019782,416.308839,-135.634587,171.521968,176.904372,92.090099,90.196675,0.389366,0.401584,0.209050,0.015448,440.516439,-164.246142,155.646076,144.478006,77.154811,56.155124,0.412549,0.382947,0.204503,-0.037212,377.278893,-145.814461
2022 07 30 17 00 07.JPG, 639,160.067919,157.825906,99.354996,56.228898,0.383627,0.378254,0.238119,-0.007053,417.248821,-119.183832,167.278257,176.712921,97.316780,88.830803,0.379051,0.400430,0.220519,0.027427,441.307958,-149.357617,154.391535,147.553403,85.832669,54.882603,0.398145,0.380510,0.221345,-0.022647,387.777607,-130.279601
2022 07 30 18 00 08.JPG, 640,150.660031,158.752916,110.158094,56.687707,0.359081,0.378370,0.262549,0.026156,419.571041,-89.096759,165.018121,184.866723,111.030521,93.684805,0.358023,0.401086,0.240891,0.056729,460.915365,-127.823803,142.513756,146.681867,95.675605,55.174373,0.370289,0.381119,0.248591,0.014413,384.871228,-97.844413
2022 07 31 05 00 01.JPG, 641,166.964164,159.325335,100.436230,51.250276,0.391268,0.373367,0.235365,-0.023411,426.725729,-125.417038,165.931555,173.274721,97.729369,82.888518,0.379762,0.396568,0.223670,0.021648,436.935645,-143.747538,166.946613,155.024646,91.865165,51.237514,0.403412,0.374604,0.221984,-0.037028,413.836424,-138.240928
2022 07 31 06 00 00.JPG, 642,165.402994,160.930829,101.523430,54.935234,0.386585,0.376132,0.237283,-0.013704,427.857253,-123.286963,161.221138,171.837755,98.688138,83.766234,0.373416,0.398006,0.228579,0.031876,431.747032,-135.682617,165.719603,156.412296,93.439799,53.665189,0.398775,0.376379,0.224846,-0.028893,415.571698,-135.252301
2022 07 31 07 00 00.JPG, 643,157.702723,158.154621,106.554709,52.051810,0.373339,0.374408,0.252253,0.001431,422.412052,-102.747927,154.908791,170.222248,102.679328,82.856378,0.362097,0.397892,0.240011,0.047099,427.810368,-119.772383,155.180355,151.449737,95.623405,52.095713,0.385778,0.376503,0.237719,-0.012167,402.253496,-115.383282
2022 07 31 08 00 00.JPG, 644,165.860381,157.683307,94.559037,54.947198,0.396698,0.377140,0.226162,-0.025273,418.102725,-134.425615,164.405480,170.413434,90.562771,85.858618,0.386489,0.400613,0.212898,0.017944,425.381685,-153.693373,164.474274,152.055079,85.775427,53.860457,0.408830,0.377960,0.213210,-0.039236,402.304780,-144.978500
2022 07 31 09 00 00.JPG, 645,166.542812,157.813214,93.237049,55.846568,0.398816,0.377911,0.223272,-0.026914,417.593075,-137.881928,167.682721,172.221256,90.000951,86.758840,0.390046,0.400603,0.209351,0.013352,429.904928,-159.902075,162.593248,150.049469,83.093980,54.411709,0.410862,0.379165,0.209973,-0.040122,395.736697,-146.454757
2022 07 31 10 00 01.JPG, 646,167.778732,157.656877,90.303548,57.231473,0.403567,0.379221,0.217212,-0.031102,415.739157,-144.828512,169.189197,172.161635,86.517581,88.616491,0.395423,0.402371,0.202206,0.008708,427.868413,-168.315669,165.280082,150.904838,80.552767,55.976826,0.416598,0.380364,0.203038,-0.045465,396.737687,-155.079385
2022 07 31 11 00 00.JPG, 647,164.625968,156.845018,91.624154,57.439914,0.398518,0.379683,0.221799,-0.024204,413.095141,-138.222678,167.006172,172.067522,88.266505,88.862367,0.390804,0.402648,0.206549,0.014927,427.340200,-162.540683,161.118648,148.986937,80.317519,56.537706,0.412677,0.381604,0.205719,-0.039121,390.423105,-149.470547
2022 07 31 12 00 00.JPG, 648,165.616402,157.198475,91.193886,57.586661,0.400031,0.379698,0.220270,-0.026077,414.008763,-140.427106,166.617977,171.086388,86.724767,88.830032,0.392570,0.403098,0.204333,0.013232,424.429131,-164.254831,162.517527,149.431147,80.091569,56.253198,0.414543,0.381163,0.204294,-0.041950,392.040244,-151.765537
2022 07 31 13 00 01.JPG, 649,165.441717,157.958911,93.467421,57.008684,0.396868,0.378918,0.224213,-0.023138,416.868049,-136.465785,165.217666,170.806202,88.091451,88.303287,0.389558,0.402735,0.207706,0.016631,424.115319,-159.840966,162.619427,150.659375,82.550455,56.148868,0.410832,0.380617,0.208551,-0.038177,395.829256,-148.177892
2022 07 31 14 00 00.JPG, 650,164.466751,157.616573,94.292669,56.473725,0.394996,0.378544,0.226460,-0.021268,416.375993,-133.497986,166.238204,172.384995,90.694480,87.837305,0.387215,0.401532,0.211253,0.018152,429.317679,-157.234239,162.095080,150.856317,84.326786,55.290769,0.408014,0.379725,0.212261,-0.035912,397.278184,-144.297826
2022 07 31 15 00 00.JPG, 651,169.517438,160.716977,93.870794,58.045723,0.399706,0.378955,0.221338,-0.026649,424.105209,-142.492826,171.136767,175.343908,89.461913,90.089136,0.392567,0.402218,0.205215,0.012142,435.942588,-167.556849,164.269670,151.468106,81.214396,57.452146,0.413827,0.381578,0.204595,-0.040545,396.952172,-153.308984
2022 07 31 16 00 01.JPG, 652,168.133145,160.283970,93.542339,58.892457,0.398458,0.379856,0.221686,-0.023900,421.959454,-141.332437,171.002231,176.849715,90.317970,92.379228,0.390265,0.403610,0.206125,0.016810,438.169916,-167.216005,163.550857,151.824406,81.985873,58.112082,0.411592,0.382082,0.206326,-0.037183,397.361137,-151.403517
2022 07 31 17 00 00.JPG, 653,167.158474,161.408735,98.564034,57.094961,0.391352,0.377890,0.230758,-0.017499,427.131243,-131.439140,167.510977,175.716943,94.288886,89.634023,0.382868,0.401623,0.215509,0.023908,437.516806,-154.650148,163.480040,153.436969,87.317849,56.076048,0.404418,0.379574,0.216008,-0.031690,404.234859,-142.281311
2022 07 31 18 00 00.JPG, 654,165.170110,158.971346,99.931803,52.840778,0.389485,0.374868,0.235648,-0.019124,424.073259,-124.277849,167.107513,174.268118,96.330625,85.098098,0.381780,0.398139,0.220081,0.020976,437.706256,-148.714381,164.336914,153.649178,90.938506,52.022936,0.401876,0.375740,0.222385,-0.033611,408.924599,-136.109081
2022 08 01 05 00 01.JPG, 655,176.799430,163.227082,90.497945,59.156790,0.410661,0.379135,0.210204,-0.039916,430.524457,-159.030622,178.774173,184.057719,91.974438,97.366827,0.393078,0.404695,0.202228,0.014562,454.806329,-178.883016,169.885588,151.765892,74.069050,59.577145,0.429307,0.383518,0.187175,-0.056333,395.720531,-173.513379
2022 08 01 06 00 00.JPG, 656,181.036755,162.569569,80.721334,63.381050,0.426644,0.383123,0.190233,-0.053745,424.327658,-182.163655,181.218255,181.858058,81.602464,100.895397,0.407526,0.408965,0.183509,0.001762,444.678777,-199.871384,176.713896,154.452094,71.374632,60.815661,0.438996,0.383693,0.177310,-0.067222,402.540622,-188.416726
2022 08 01 07 00 00.JPG, 657,177.896405,159.811321,83.950470,57.775767,0.421897,0.379007,0.199096,-0.053552,421.658196,-169.806787,180.319599,180.650213,86.218782,94.762045,0.403229,0.403969,0.192802,0.000916,447.188594,-188.532248,171.983926,151.038115,73.768403,56.323901,0.433438,0.380650,0.185913,-0.064843,396.790444,-175.485236
2022 08 01 08 00 01.JPG, 658,171.859876,157.646657,84.380088,59.053351,0.415234,0.380893,0.203872,-0.043135,413.886621,-160.746357,175.557575,179.320522,87.212374,95.871095,0.397108,0.405620,0.197273,0.010603,442.090470,-180.453348,167.306175,151.376804,77.193145,58.254288,0.422623,0.382384,0.194993,-0.049985,395.876125,-164.296689
2022 08 01 09 00 00.JPG, 659,173.473820,157.126073,85.608842,55.169483,0.416795,0.377517,0.205687,-0.049449,416.208734,-159.382210,174.723868,175.480801,85.906673,90.331061,0.400641,0.402376,0.196983,0.002161,436.111341,-178.391323,168.442947,150.721538,77.266633,55.733496,0.424898,0.380196,0.194906,-0.055524,396.431119,-164.631219
2022 08 01 10 00 00.JPG, 660,172.761428,158.370143,92.408414,51.570445,0.407899,0.373920,0.218181,-0.043461,423.539985,-146.314744,173.210875,174.133438,90.744986,84.311015,0.395378,0.397484,0.207138,0.002656,438.089299,-165.854342,166.462956,149.820561,80.934661,52.243506,0.419072,0.377174,0.203754,-0.052619,397.218178,-154.414196
2022 08 01 11 00 00.JPG, 661,168.788028,155.842272,94.682236,48.214279,0.402535,0.371661,0.225803,-0.039878,419.312537,-135.265828,170.335398,171.879605,92.836994,80.586819,0.391529,0.395078,0.213393,0.004512,435.051996,-156.541016,162.970680,147.355418,83.254150,48.486006,0.414072,0.374397,0.211530,-0.050319,393.580249,-143.817798
2022 08 01 12 00 00.JPG, 662,167.220170,155.888515,89.047036,55.509825,0.405721,0.378227,0.216052,-0.035071,412.155721,-145.014613,171.994963,174.203464,88.137843,88.274121,0.395995,0.401080,0.202925,0.006379,434.336269,-169.922740,157.332713,143.397745,74.157192,55.305585,0.419680,0.382509,0.197812,-0.046337,374.887650,-152.416074
2022 08 01 13 00 01.JPG, 663,166.910818,156.725392,90.716152,55.823814,0.402823,0.378242,0.218935,-0.031472,414.352363,-142.203906,168.376099,171.411249,87.494508,86.951891,0.394063,0.401167,0.204770,0.008932,427.281855,-164.798332,157.897751,144.160171,76.521432,53.901159,0.417080,0.380792,0.202128,-0.045480,378.579353,-149.015057
2022 08 01 14 00 00.JPG, 664,167.081791,156.648887,90.019970,56.196013,0.403822,0.378607,0.217571,-0.032227,413.750648,-143.690737,173.447206,176.168489,89.788906,89.100866,0.394732,0.400925,0.204342,0.007784,439.404601,-170.037884,155.763500,142.468554,74.630188,54.543420,0.417751,0.382094,0.200155,-0.044579,372.862241,-148.971678
2022 08 01 15 00 00.JPG, 665,162.045211,154.337635,92.299590,54.330469,0.396506,0.377647,0.225847,-0.024362,408.682435,-131.783666,173.782472,178.548178,94.369632,88.944251,0.389036,0.399705,0.211259,0.013526,446.700282,-163.591385,143.243204,133.698833,73.867590,50.286872,0.408322,0.381115,0.210563,-0.034463,350.809628,-129.206857
2022 08 01 16 00 01.JPG, 666,164.818043,156.283582,95.579860,52.169260,0.395549,0.375067,0.229384,-0.026579,416.681485,-129.941903,176.049098,180.533736,97.149555,87.868820,0.388002,0.397886,0.214112,0.012577,453.732389,-162.283724,151.444773,140.106277,79.913108,48.854673,0.407697,0.377173,0.215130,-0.038890,371.464159,-131.724834
2022 08 01 17 00 00.JPG, 667,158.565458,156.615046,98.168589,56.496045,0.383611,0.378893,0.237496,-0.006188,413.349094,-118.843326,167.588395,179.375343,98.572019,92.590273,0.376150,0.402606,0.221244,0.033972,445.535756,-149.819701,154.074046,147.897515,85.472970,56.248015,0.397667,0.381726,0.220607,-0.020454,387.444531,-131.025622
2022 08 01 18 00 00.JPG, 668,159.082712,157.501080,100.509717,55.409732,0.381408,0.377616,0.240976,-0.004996,417.093509,-115.564359,169.138392,180.847463,100.167468,92.389067,0.375735,0.401746,0.222519,0.033456,450.153323,-149.650919,152.287191,146.474684,85.788569,54.873608,0.396014,0.380898,0.223088,-0.019455,384.550444,-127.184736
2022 08 02 06 00 00.JPG, 669,186.782506,180.836831,84.707351,90.183804,0.412937,0.399793,0.187270,-0.016173,452.326688,-198.204634,160.693483,171.965133,85.907603,97.329179,0.383914,0.410843,0.205243,0.033884,418.566219,-160.843409,135.349398,132.771389,67.935121,62.258259,0.402759,0.395087,0.202154,-0.009615,336.055909,-132.250545
2022 08 02 07 00 00.JPG, 670,142.800391,150.246977,93.178435,64.515129,0.369733,0.389013,0.241254,0.025411,386.225803,-106.690498,192.587149,200.572304,105.267130,103.290329,0.386390,0.402411,0.211199,0.020310,498.426583,-182.625193,169.034460,162.427344,92.914975,62.905253,0.398312,0.382743,0.218945,-0.019933,424.376778,-145.631855
2022 08 02 08 00 01.JPG, 671,159.303673,147.164386,68.405216,66.619882,0.424953,0.392571,0.182476,-0.039610,374.873275,-169.657626,181.549713,179.024230,75.617980,100.880767,0.416215,0.410425,0.173359,-0.007004,436.191923,-209.337982,174.320228,157.613237,72.687562,68.218684,0.430823,0.389533,0.179644,-0.050332,404.621027,-186.558342
2022 08 02 09 00 00.JPG, 672,160.879916,152.842434,87.081773,57.723180,0.401393,0.381339,0.217268,-0.025620,400.804123,-139.558805,170.609697,176.713020,88.351236,94.465108,0.391599,0.405608,0.202792,0.017572,435.673953,-170.620244,160.929944,150.343395,78.562804,61.194042,0.412814,0.385658,0.201528,-0.034010,389.836143,-154.147731
2022 08 02 10 00 00.JPG, 673,168.668544,155.559676,85.206964,57.243843,0.411954,0.379937,0.208109,-0.040431,409.435184,-153.814291,174.194368,174.368698,83.887919,90.655110,0.402807,0.403210,0.193982,0.000500,432.450985,-180.787228,164.181222,147.644353,73.163090,57.944394,0.426457,0.383503,0.190040,-0.053032,384.988664,-165.499395
2022 08 02 11 00 01.JPG, 674,167.524391,158.334892,91.026113,58.119280,0.401848,0.379804,0.218348,-0.028201,416.885396,-143.807056,170.474130,174.689881,87.749905,91.155727,0.393783,0.403521,0.202696,0.012214,432.913916,-169.664201,165.136286,152.125928,81.271618,57.843952,0.414360,0.381714,0.203927,-0.041008,398.533831,-154.718978
2022 08 02 12 00 00.JPG, 675,167.092829,157.791758,92.660794,55.829892,0.400179,0.377903,0.221918,-0.028629,417.545381,-139.562998,170.458283,175.017157,90.089436,89.486595,0.391350,0.401817,0.206834,0.013196,435.564876,-165.296568,164.167994,150.970810,82.133190,55.640436,0.413238,0.380019,0.206743,-0.041877,397.271993,-150.872424
2022 08 02 13 00 00.JPG, 676,143.847978,149.740850,102.871666,52.762056,0.362831,0.377694,0.259475,0.020072,396.460494,-87.845497,159.087867,177.525551,108.253295,87.709941,0.357608,0.399053,0.243339,0.054774,444.866713,-120.106828,124.909682,131.251476,87.012178,50.581092,0.363984,0.382464,0.253552,0.024757,343.173336,-82.136803
