img,idx_label,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,RGB.ROI_09.redDN,RGB.ROI_09.greenDN,RGB.ROI_09.blueDN,RGB.ROI_09.2G_RBi,RGB.ROI_09.pctR,RGB.ROI_09.pctG,RGB.ROI_09.pctB,RGB.ROI_09.nNDVI,RGB.ROI_09.totalRGB,RGB.ROI_09.AnyColor
2022 07 12 10 00 00.JPG, 380,162.762844,154.935132,88.634486,58.472934,0.400566,0.381301,0.218133,-0.024639,406.332461,-140.429004,161.083561,166.437547,89.305649,82.485884,0.386452,0.399297,0.214251,0.016347,416.826756,-148.909810,157.482145,146.568251,80.816461,54.837896,0.409186,0.380828,0.209986,-0.035895,384.866857,-142.417474
2022 07 12 11 00 00.JPG, 381,160.526625,154.392111,89.886959,58.370638,0.396552,0.381398,0.222050,-0.019480,404.805695,-135.144818,159.833237,166.549787,89.553466,83.712870,0.384273,0.400421,0.215306,0.020579,415.936490,-147.276091,157.740699,147.708119,82.268037,55.407502,0.406845,0.380969,0.212186,-0.032845,387.716855,-140.912743
2022 07 12 12 00 00.JPG, 382,171.028786,161.425674,92.814202,59.008361,0.402166,0.379585,0.218248,-0.028885,425.268662,-146.826058,173.778400,176.063669,93.505965,84.842972,0.391968,0.397123,0.210909,0.006532,443.348033,-162.830139,162.351840,149.478721,81.480324,55.125279,0.412782,0.380052,0.207165,-0.041282,393.310886,-148.869914
2022 07 12 13 00 00.JPG, 383,161.344281,154.473497,91.306903,56.295811,0.396302,0.379426,0.224273,-0.021756,407.124681,-133.203973,165.322723,169.856010,92.826219,81.563078,0.386264,0.396855,0.216881,0.013525,428.004952,-149.526295,149.410666,139.750812,78.524026,51.566932,0.406355,0.380082,0.213563,-0.033406,367.685503,-132.113426
2022 07 12 14 00 01.JPG, 384,160.911379,155.651976,92.308515,58.084059,0.393550,0.380686,0.225764,-0.016614,408.871870,-131.946326,160.949685,168.356510,92.138036,83.625299,0.381900,0.399475,0.218625,0.022492,421.444231,-145.030123,158.791376,149.291657,84.745151,55.046786,0.404226,0.380043,0.215731,-0.030835,392.828184,-138.592729
2022 07 12 15 00 00.JPG, 385,161.988416,154.994550,90.160565,57.840119,0.397866,0.380688,0.221447,-0.022064,407.143530,-136.661836,170.913421,174.958653,93.789432,85.214455,0.388739,0.397939,0.213322,0.011696,439.661505,-158.293211,141.179566,133.433213,73.081913,52.604947,0.406045,0.383765,0.210190,-0.028208,347.694692,-128.448953
2022 07 12 16 00 00.JPG, 386,156.267207,153.828252,92.860492,58.528804,0.387802,0.381750,0.230448,-0.007865,402.955951,-124.374474,170.002362,179.127436,98.688605,89.563906,0.379623,0.400000,0.220376,0.026137,447.818403,-151.752589,135.804840,133.410538,76.771131,54.245105,0.392515,0.385595,0.221891,-0.008894,345.986508,-115.673117
2022 07 12 17 00 01.JPG, 387,131.352086,140.801411,88.182772,62.067965,0.364526,0.390750,0.244724,0.034721,360.336269,-95.787953,183.874046,196.248624,107.483567,101.139634,0.377095,0.402474,0.220431,0.032554,487.606237,-165.155535,117.028102,123.748309,72.573111,57.895406,0.373475,0.394921,0.231604,0.027911,313.349522,-95.630189
2022 07 12 18 00 00.JPG, 388,145.699088,156.990532,104.929913,63.352063,0.357439,0.385140,0.257421,0.037304,407.619533,-92.829793,157.044048,180.247634,109.094701,94.356520,0.351812,0.403793,0.244395,0.068794,446.386384,-119.102280,139.003574,145.426472,91.425820,60.423551,0.369832,0.386921,0.243247,0.022582,375.855866,-101.578408
2022 07 13 05 00 00.JPG, 389,172.553386,157.784998,84.478065,58.538546,0.415975,0.380373,0.203652,-0.044707,414.816449,-161.382254,170.132900,176.828649,91.460949,92.063449,0.388057,0.403329,0.208614,0.019298,438.422499,-164.039651,168.350060,152.210845,79.848550,56.223081,0.420445,0.380138,0.199417,-0.050347,400.409455,-160.863805
2022 07 13 06 00 00.JPG, 390,166.584607,160.146238,98.184961,55.522908,0.392041,0.376889,0.231069,-0.019705,424.915806,-130.360923,158.863099,171.869831,102.596009,82.280555,0.366611,0.396627,0.236762,0.039327,433.328939,-125.540913,166.779396,158.652799,99.975011,50.551191,0.392046,0.372943,0.235010,-0.024972,425.407207,-125.482174
2022 07 13 07 00 01.JPG, 391,183.976649,176.382488,91.347638,77.440689,0.407292,0.390480,0.202228,-0.021074,451.706774,-177.663861,165.936997,167.803550,88.703176,80.966927,0.392803,0.397221,0.209976,0.005593,422.443724,-156.334194,145.757010,134.696808,79.602391,44.034215,0.404817,0.374099,0.221083,-0.039437,360.056209,-121.249035
2022 07 13 08 00 00.JPG, 392,163.572782,159.259436,95.475123,59.470966,0.391035,0.380724,0.228242,-0.013361,418.307341,-131.881971,155.974203,167.120218,95.341517,82.924716,0.372755,0.399393,0.227852,0.034498,418.435939,-132.411388,162.760937,156.231164,94.763253,54.938139,0.393375,0.377593,0.229032,-0.020470,413.755354,-129.465595
2022 07 13 09 00 01.JPG, 393,163.949787,156.917248,90.103396,59.781314,0.398933,0.381821,0.219245,-0.021917,410.970431,-140.660243,158.696568,165.219205,89.142305,82.599538,0.384199,0.399990,0.215811,0.020137,413.058077,-145.631163,161.130009,151.495097,86.264083,55.596101,0.403947,0.379792,0.216261,-0.030819,398.889189,-140.096939
2022 07 13 10 00 00.JPG, 394,155.886736,152.472688,94.781113,54.277527,0.386681,0.378212,0.235107,-0.011072,403.140536,-118.797198,155.474630,166.002678,95.515051,81.015676,0.372848,0.398095,0.229057,0.032749,416.992359,-130.447206,149.033655,143.264525,86.782624,50.712770,0.393145,0.377926,0.228929,-0.019737,379.080804,-118.732931
2022 07 13 10 07 14.JPG, 395,151.254163,146.100921,92.434732,48.512947,0.388040,0.374820,0.237140,-0.017330,389.789816,-112.485621,148.028140,157.986821,90.859308,77.086194,0.372985,0.398078,0.228937,0.032543,396.874270,-124.296345,141.063078,135.112612,81.808734,47.353412,0.394048,0.377426,0.228526,-0.021546,357.984424,-112.558222
2022 07 13 11 07 14.JPG, 396,164.342623,156.518627,95.160424,53.534207,0.395034,0.376227,0.228739,-0.024384,416.021675,-130.540402,158.661367,166.848363,91.559354,83.476004,0.380420,0.400050,0.219530,0.025151,417.069084,-142.391022,158.779806,148.093986,85.650424,51.757742,0.404510,0.377286,0.218204,-0.034822,392.524216,-135.572945
2022 07 13 12 07 15.JPG, 397,161.917437,153.514080,95.482742,49.627981,0.394042,0.373592,0.232367,-0.026641,410.914259,-124.466033,155.993170,163.378367,91.906317,78.857248,0.379289,0.397246,0.223465,0.023124,411.277855,-135.558904,154.526530,143.098942,85.600425,46.070928,0.403226,0.373406,0.223368,-0.038396,383.225898,-126.424622
2022 07 13 13 07 14.JPG, 398,157.098743,143.434426,79.420260,50.349848,0.413468,0.377505,0.209026,-0.045467,379.953429,-141.692649,161.809113,160.913699,80.405266,79.613019,0.401384,0.399163,0.199453,-0.002775,403.128078,-161.912280,136.617508,121.045628,62.281149,43.192599,0.427004,0.378333,0.194662,-0.060435,319.944286,-133.100838
2022 07 13 14 07 14.JPG, 399,155.662215,149.213611,92.508314,50.256693,0.391717,0.375490,0.232793,-0.021152,397.384140,-119.859199,163.811912,171.138881,95.731497,82.734353,0.380354,0.397367,0.222279,0.021875,430.682289,-143.487798,121.499285,116.805113,67.783561,44.327381,0.396942,0.381606,0.221451,-0.019698,306.087959,-102.737276
2022 07 13 15 07 15.JPG, 400,154.094982,147.345980,87.951881,52.645098,0.395731,0.378399,0.225869,-0.022389,389.392843,-125.537199,171.057495,175.582453,93.479111,86.628301,0.388662,0.398943,0.212395,0.013054,440.119059,-159.681727,100.217308,96.741075,54.391994,38.872848,0.398716,0.384885,0.216399,-0.017650,251.350376,-88.174396
2022 07 13 16 07 14.JPG, 401,154.771307,148.698141,86.838595,55.786379,0.396536,0.380976,0.222487,-0.020012,390.308043,-129.792257,180.568815,185.677910,97.795824,92.991181,0.389121,0.400131,0.210748,0.013950,464.042548,-170.655077,99.695962,96.516054,52.531852,40.804294,0.400798,0.388014,0.211189,-0.016206,248.743868,-91.148311
2022 07 13 17 07 14.JPG, 402,126.055137,122.120433,70.885975,47.299753,0.395081,0.382749,0.222170,-0.015855,319.061545,-106.403619,198.184044,202.139479,106.143354,99.951561,0.391307,0.399117,0.209576,0.009881,506.466877,-188.036816,126.001359,118.275859,62.275599,48.274760,0.411027,0.385825,0.203148,-0.031626,306.552818,-119.726020
2022 07 13 18 07 15.JPG, 403,160.364303,160.427640,100.231933,60.259044,0.380891,0.381042,0.238067,0.000197,421.023876,-120.328078,201.579489,209.748705,117.394628,100.523294,0.381257,0.396708,0.222034,0.019861,528.722823,-176.538938,139.583592,137.854128,83.810321,52.314344,0.386393,0.381605,0.232002,-0.006234,361.248042,-109.817078
2022 07 14 05 00 00.JPG, 404,168.312434,165.704744,87.630752,75.466302,0.399178,0.392993,0.207829,-0.007807,421.647931,-158.755674,154.153961,166.146060,84.391375,93.746783,0.380917,0.410550,0.208533,0.037440,404.691396,-151.517271,135.565061,128.662269,76.881350,44.878126,0.397425,0.377188,0.225387,-0.026124,341.108680,-110.464629
2022 07 14 06 00 00.JPG, 405,186.449520,184.798359,106.675431,76.471767,0.390124,0.386669,0.223206,-0.004448,477.923311,-157.897016,121.239267,135.878800,82.906786,67.611547,0.356560,0.399614,0.243826,0.056937,340.024852,-91.304495,140.839793,137.427144,86.852633,47.161863,0.385736,0.376389,0.237874,-0.012264,365.119570,-104.561672
2022 07 14 07 00 01.JPG, 406,168.561313,172.024295,112.497582,62.989694,0.372032,0.379675,0.248293,0.010168,453.083189,-115.590444,155.509799,170.106754,108.360310,76.343398,0.358337,0.391972,0.249691,0.044829,433.976863,-108.895932,125.423919,128.981735,91.464675,41.074876,0.362633,0.372919,0.264448,0.013985,345.870329,-71.476303
2022 07 14 08 00 00.JPG, 407,161.605562,154.917772,87.743944,60.486038,0.399749,0.383206,0.217044,-0.021129,404.267278,-141.035445,161.556816,166.498133,87.634258,83.805193,0.388648,0.400535,0.210817,0.015062,415.689207,-152.786434,163.456698,152.278574,84.028734,57.071717,0.408883,0.380921,0.210196,-0.035403,399.764007,-147.677803
2022 07 14 09 00 00.JPG, 408,160.392295,154.026628,91.253198,56.407763,0.395374,0.379683,0.224943,-0.020246,405.672120,-131.912527,160.404240,167.054530,91.899068,81.805753,0.382500,0.398358,0.219142,0.020309,419.357839,-143.660634,160.064242,150.104718,86.100060,54.045132,0.403928,0.378795,0.217277,-0.032110,396.269020,-137.968839
2022 07 14 10 00 01.JPG, 409,152.218040,148.028375,88.784158,55.054553,0.391275,0.380506,0.228219,-0.013954,389.030573,-122.678100,157.753971,165.812091,91.114600,82.755612,0.380423,0.399855,0.219722,0.024904,414.680661,-141.336863,149.809498,141.603502,81.780623,51.616884,0.401426,0.379437,0.219137,-0.028159,373.193624,-127.851755
2022 07 14 11 00 00.JPG, 410,158.821370,149.137136,87.272123,52.180779,0.401845,0.377342,0.220813,-0.031447,395.230629,-133.414261,162.629353,165.902110,88.806957,80.367911,0.389682,0.397524,0.212794,0.009962,417.338420,-150.917550,151.513384,138.516965,77.679584,47.840961,0.412046,0.376702,0.211252,-0.044811,367.709933,-134.671181
2022 07 14 12 00 00.JPG, 411,160.416685,154.787412,97.728608,51.429532,0.388481,0.374849,0.236670,-0.017859,412.932705,-119.746880,161.745814,171.001053,99.144342,81.111951,0.374506,0.395935,0.229559,0.027815,431.891209,-134.458184,155.086285,146.701310,88.876370,49.439964,0.396981,0.375518,0.227501,-0.027784,390.663965,-124.034854
2022 07 14 13 00 01.JPG, 412,162.785697,153.819906,93.250526,51.603589,0.397178,0.375302,0.227520,-0.028318,409.856129,-130.104552,165.207694,170.523289,94.730748,81.108137,0.383792,0.396140,0.220068,0.015833,430.461730,-146.269487,154.178284,142.779794,83.109278,48.272026,0.405660,0.375670,0.218670,-0.038384,380.067356,-130.739521
2022 07 14 14 00 00.JPG, 413,159.175722,152.389130,94.948271,50.654266,0.391564,0.374869,0.233568,-0.021782,406.513123,-121.668309,164.974077,171.881917,98.271620,80.518137,0.379140,0.395015,0.225846,0.020507,435.127614,-140.312753,139.706247,131.791991,77.630954,46.246781,0.400156,0.377488,0.222356,-0.029150,349.129191,-116.236331
2022 07 14 15 00 00.JPG, 414,149.325729,149.621751,106.298181,43.619593,0.368482,0.369212,0.262306,0.000990,405.245661,-86.351119,158.866519,173.928762,113.608330,75.382675,0.355881,0.389622,0.254497,0.045260,446.403611,-105.578622,124.153593,125.774904,88.072796,39.323420,0.367317,0.372114,0.260569,0.006487,338.001293,-73.782906
2022 07 14 16 00 01.JPG, 415,151.696819,151.944778,99.893573,52.299164,0.375920,0.376534,0.247546,0.000817,403.535170,-103.854451,164.406374,178.435500,106.252047,86.212579,0.366085,0.397323,0.236592,0.040920,449.093922,-130.337780,133.676302,133.027817,82.850800,49.528532,0.382419,0.380563,0.237018,-0.002431,349.554918,-101.002519
2022 07 14 17 00 00.JPG, 416,143.363011,137.972375,78.222096,54.359642,0.398721,0.383728,0.217551,-0.019161,359.557481,-124.891195,195.083553,200.466649,102.920129,102.929617,0.391364,0.402164,0.206472,0.013609,498.470330,-189.709944,134.481782,125.581215,65.993630,50.687019,0.412449,0.385152,0.202399,-0.034225,326.056627,-128.075737
2022 07 14 18 00 00.JPG, 417,152.230559,154.401468,104.019744,52.552633,0.370705,0.375991,0.253304,0.007080,410.651771,-98.592539,171.408970,187.372722,112.575177,90.761297,0.363650,0.397518,0.238832,0.044494,471.356868,-133.631337,146.783629,147.020195,94.520671,52.736091,0.377992,0.378601,0.243406,0.000805,388.324495,-104.762482
2022 07 15 05 00 01.JPG, 418,162.718069,157.631967,105.766756,46.779109,0.381863,0.369927,0.248211,-0.015877,426.116792,-108.816524,154.863509,167.721068,104.498337,76.080290,0.362608,0.392713,0.244679,0.039858,427.082915,-113.587903,164.922135,157.909286,104.383366,46.513071,0.386040,0.369625,0.244335,-0.021723,427.214787,-114.064690
2022 07 15 06 00 00.JPG, 419,161.187128,156.256319,105.138794,46.186717,0.381434,0.369765,0.248801,-0.015533,422.582241,-107.165860,153.521696,166.888261,104.309119,75.945707,0.361466,0.392938,0.245596,0.041717,424.719075,-111.791719,162.526605,155.631550,102.945309,45.791185,0.385954,0.369580,0.244466,-0.021672,421.103464,-112.267537
2022 07 15 07 00 00.JPG, 420,176.094040,164.144961,90.215625,61.980256,0.409089,0.381329,0.209582,-0.035120,430.454626,-159.807751,163.067673,165.280386,87.706688,79.786412,0.391938,0.397256,0.210806,0.006739,416.054747,-152.934683,158.869642,146.190037,84.825604,48.684829,0.407478,0.374957,0.217566,-0.041564,389.885283,-135.408471
2022 07 15 08 00 01.JPG, 421,164.092325,157.117654,83.801674,66.341308,0.405155,0.387934,0.206912,-0.021714,405.011653,-153.606631,163.353215,167.397949,83.623919,87.818763,0.394216,0.403977,0.201807,0.012229,414.375083,-163.503325,167.291766,154.064339,81.999253,58.837658,0.414750,0.381957,0.203293,-0.041161,403.355358,-157.357598
2022 07 15 09 00 00.JPG, 422,153.925416,147.174946,79.036251,61.388226,0.404921,0.387163,0.207915,-0.022419,380.136613,-143.027861,159.680667,162.547979,80.421036,84.994257,0.396575,0.403696,0.199730,0.008898,402.649682,-161.386575,157.424381,144.468340,75.495438,56.016861,0.417142,0.382811,0.200047,-0.042916,377.388159,-150.901844
2022 07 15 10 00 00.JPG, 423,159.926397,151.148186,85.111407,57.258569,0.403665,0.381508,0.214827,-0.028219,396.185990,-140.851770,167.441949,169.476352,87.462903,84.047853,0.394556,0.399349,0.206095,0.006038,424.381204,-161.992496,156.983780,144.260751,77.732595,53.805126,0.414230,0.380658,0.205112,-0.042235,378.977126,-145.779341
2022 07 15 11 00 01.JPG, 424,164.745691,155.653574,93.985679,52.575776,0.397567,0.375626,0.226808,-0.028377,414.384944,-132.427906,165.321439,170.834940,94.747766,81.600674,0.383662,0.396457,0.219881,0.016402,430.904145,-146.660847,160.573566,148.742767,86.905907,50.006060,0.405261,0.375402,0.219336,-0.038248,396.222239,-135.504518
2022 07 15 12 00 00.JPG, 425,156.586974,148.978617,89.696194,51.674066,0.396160,0.376911,0.226929,-0.024899,395.261785,-126.173204,163.441365,168.403598,93.205756,80.160074,0.384522,0.396196,0.219281,0.014953,425.050718,-145.433450,146.151424,136.188676,78.304415,47.921513,0.405251,0.377626,0.217124,-0.035286,360.644514,-125.731270
2022 07 15 13 00 00.JPG, 426,163.645921,154.827160,92.109164,53.899237,0.398570,0.377092,0.224338,-0.027691,410.582245,-134.254754,163.479000,168.625938,91.248183,82.524693,0.386153,0.398310,0.215537,0.015498,423.353121,-149.608571,162.997216,150.494524,86.299578,51.692254,0.407706,0.376433,0.215862,-0.039882,399.791319,-140.892584
2022 07 15 14 00 00.JPG, 427,161.094864,154.783734,91.439416,57.033187,0.395501,0.380007,0.224491,-0.019980,407.318014,-132.999766,157.441205,165.991796,89.764854,84.777532,0.381031,0.401725,0.217244,0.026437,413.197856,-143.903293,159.950369,149.841204,86.511689,53.220351,0.403606,0.378097,0.218297,-0.032632,396.303262,-136.768195
2022 07 15 15 00 00.JPG, 428,164.682568,155.185764,91.709769,53.979190,0.400125,0.377051,0.222825,-0.029690,411.578102,-136.448793,161.694205,166.900635,89.921121,82.185945,0.386351,0.398792,0.214857,0.015845,418.515961,-148.752597,166.723244,152.942535,87.951771,51.210055,0.409019,0.375211,0.215770,-0.043110,407.617550,-143.762238
2022 07 15 16 00 01.JPG, 429,162.618756,154.897356,91.535091,55.640865,0.397551,0.378675,0.223774,-0.024318,409.051203,-134.445930,160.972197,168.243827,90.402021,85.113436,0.383616,0.400945,0.215439,0.022088,419.618044,-148.411982,164.452504,152.521319,87.671344,52.918790,0.406412,0.376926,0.216662,-0.037641,404.645167,-141.631134
2022 07 15 17 00 00.JPG, 430,163.291903,155.039209,96.308671,50.477845,0.393816,0.373913,0.232271,-0.025925,414.639783,-125.713771,160.690445,167.621620,94.789445,79.763350,0.379792,0.396174,0.224035,0.021112,423.101510,-138.733174,164.808898,152.631897,92.630979,47.823918,0.401903,0.372208,0.225890,-0.038360,410.071774,-132.178838
2022 07 15 18 00 00.JPG, 431,163.083283,156.406587,93.966360,55.763532,0.394439,0.378291,0.227270,-0.020898,413.456230,-131.557150,159.776390,168.979229,92.487347,85.694720,0.379297,0.401144,0.219558,0.027993,421.242966,-143.780924,163.872855,153.490261,89.700828,53.406840,0.402573,0.377067,0.220361,-0.032715,407.063945,-137.961461
2022 07 16 05 00 00.JPG, 432,184.943862,182.127703,110.901012,68.410532,0.386934,0.381042,0.232024,-0.007672,477.972577,-145.269542,176.056980,193.142756,112.452592,97.775940,0.365527,0.401000,0.233473,0.046278,481.652327,-144.294552,180.159082,173.656648,104.375939,62.778275,0.393196,0.379004,0.227800,-0.018378,458.191669,-145.063852
2022 07 16 06 00 00.JPG, 433,166.619278,163.011480,100.154932,59.248750,0.387680,0.379285,0.233035,-0.010945,429.785690,-129.320894,162.827819,180.636604,104.524753,93.920635,0.363464,0.403216,0.233320,0.051850,447.989175,-134.414916,162.015723,155.376695,90.828108,57.909559,0.396883,0.380620,0.222498,-0.020917,408.220526,-135.736203
2022 07 16 07 00 00.JPG, 434,175.458580,159.706152,89.646717,54.307007,0.413027,0.375946,0.211027,-0.046999,424.811449,-155.871297,170.684990,177.737954,92.857346,91.933571,0.386795,0.402778,0.210427,0.020243,441.280289,-162.708252,172.767069,153.485512,79.821759,54.382195,0.425457,0.377974,0.196569,-0.059100,406.074340,-166.609063
2022 07 16 08 00 01.JPG, 435,176.869689,159.362704,83.296941,58.558777,0.421591,0.379861,0.198549,-0.052068,419.529334,-169.638511,173.423493,178.958939,90.883611,93.610773,0.391240,0.403728,0.205032,0.015709,443.266043,-170.615210,171.311888,150.279981,73.173338,56.074737,0.433959,0.380682,0.185359,-0.065399,394.765207,-175.245192
2022 07 16 09 00 00.JPG, 436,175.559983,159.258640,82.838856,60.118442,0.420344,0.381314,0.198342,-0.048687,417.657479,-169.140911,172.212985,179.149856,90.695810,95.390917,0.389570,0.405263,0.205167,0.019743,442.058650,-169.971221,169.919909,150.510126,74.877079,56.223263,0.429843,0.380742,0.189415,-0.060574,395.307114,-170.675877
2022 07 16 10 00 00.JPG, 437,173.600286,157.310008,85.756275,55.263455,0.416641,0.377544,0.205815,-0.049229,416.666569,-159.397744,173.000561,180.474065,92.374231,95.573339,0.388025,0.404788,0.207187,0.021143,445.848857,-168.726165,169.539550,151.144611,76.117948,56.631724,0.427265,0.380907,0.191828,-0.057362,396.802109,-168.448264
